,ID,Definicija,POS,NEG
58,ENG30-02125223-v,osetiti nečiji miris . ,3.2092856e-05,0.0021636686
59,ENG30-01887576-v,kretati se gladak i bez muka . ,3.2808504e-05,0.00036129114
60,ENG30-01886488-v,prolaziti ili se kretati nenametljiv ili gladak . ,0.0001413276,1.4547595e-05
61,ENG30-01587062-v,potpuno okružiti . ,3.2770113e-05,2.8454171e-05
62,ENG30-01467370-v,protezati se istovremeno na sav strana . ,2.7962198e-05,8.912037e-06
63,ENG30-01976841-v,padati okomito . ,4.6847694e-05,2.7495225e-05
64,ENG30-02157731-v,Učiniti manje vidljiv ili nejasan . ,6.7511566e-05,0.00020272395
65,ENG30-02158587-v,Učiniti neprepoznatljiv . ,0.024867201,0.06544587
66,ENG30-01334535-v,sakriti pod lažan pojava . ,2.8416202e-05,3.120659e-05
67,ENG30-02163746-v,"Ugladati , opaziti oči . ",0.3192818,0.00021857189
68,ENG30-02165543-v,Pažljivo ispitati . ,3.9134004e-05,0.32954732
69,ENG30-02186506-v,proizvoditi ili emitovati prodoran zveketav zvuk . ,8.5418345e-05,1.1972638e-05
70,ENG30-02188587-v,"proizvoditi taj šuštav zvuk , kao kad motor raditi ili krilo lepršaj . ",3.2701704e-05,6.750605e-06
71,ENG30-02212825-v,ne dati neki šta on pripadati . ,3.0167284e-05,7.197435e-05
72,ENG30-02259005-v,zameniti ili dati nešto u zamena . ,0.00022398298,9.020042e-06
73,ENG30-02290461-v,Steći korist . ,0.00016344797,0.0041180784
74,ENG30-02293321-v,predati neki ili nešto drugi . ,0.032476794,0.0016893664
75,ENG30-02324026-v,dobiti privremeno . ,3.4950786e-05,2.6615036e-05
76,ENG30-02345647-v,pozajmiti nešto što jesam strogo potrebno . ,0.00013459403,0.8245516
77,ENG30-02349212-v,ukazati poverenje koji . ,0.6592789,3.6054545e-05
78,ENG30-02378623-v,delovati protiv nešto . ,3.3325796e-05,0.02441227
79,ENG30-02384940-v,pozvati kao gost . ,4.7073965e-05,5.650503e-05
80,ENG30-02437707-v,biti zadužiti za nešto ili imati poslati sa nešto . ,0.0011879135,2.1802864e-05
81,ENG30-02485844-v,Ići sa neki na sastanak . ,2.8228224e-05,9.882095e-06
82,ENG30-02506546-v,prisiliti ili obavezati neki da uraditi nešto . ,0.001072017,2.8290196e-05
83,ENG30-02570267-v,Ponašati se prema neki sa preteran popustljivost . ,0.029868804,0.0062098345
84,ENG30-01752884-v,Učiniti moguć . ,3.6179652e-05,0.42733288
85,ENG30-02641035-v,privremeno prekinuti aktivnost pre nego što se nastaviti . ,3.1329037e-05,6.962238e-06
86,ENG30-02652494-v,biti stanar ; privremeno boraviti . ,6.652957e-05,0.00019141767
87,ENG30-02656390-v,obezbediti sklonište . ,3.702807e-05,2.1846292e-05
88,ENG30-02664575-v,biti ili činiti osnova . ,0.00015208735,9.7553544e-05
89,ENG30-02700104-v,"biti u sklad , harmonija . ",0.00038596737,0.00011865939
90,ENG30-02705535-v,biti deo . ,2.921925e-05,0.001210203
91,ENG30-02758033-v,obilno kišiti . ,0.15443562,0.1187937
92,ENG30-02733524-n,Građevinska konstrukcija ( obično zakriviti ) koji služiti da premostiti otvor ( arhitektura ) . ,3.287444e-05,4.841709e-05
93,ENG30-03462594-n,Površina ( kao zid ili platno ) pripremiti da primiti boja za slika ( umetnost ) . ,3.9656443e-05,6.3549573e-06
94,ENG30-08592165-n,Položaj koji trkač sa baza zauzimati kada se pripremati da napredovati ka sledeći baza ( bejzbol ) . ,3.4259523e-05,5.318105e-06
95,ENG30-07293678-n,Pobeda dobiti na poen kada nem nokaut ( boks ) . ,3.4556437e-05,0.0004411395
96,ENG30-05034473-n,karakteristika atom ili radikal ; njihov združiti moć dati u kategorija brojati atom vodonik ( ili ekvivalent ) ( hemija ) . ,4.8678306e-05,9.748017e-06
97,ENG30-07977592-n,zbirka standardan program i podrutina koji se pohranjivati i stavljati na raspolaganje za trenutan upotreba ( informatika ) . ,4.648455e-05,1.3313729e-05
98,ENG30-13562862-n,postepen i sređen proces promena u ekosistem koji jesam izazvati progresivno zamenjivanje jedan zajednica drugi dok se ne uspostaviti stabilan vrhunac ( ekologija ) . ,3.556943e-05,2.0592286e-05
99,ENG30-13451804-n,"upotreba privredni dobro da biti se zadovoljiti potreba , ili u proizvodni svrha ( ekonomija ) . ",0.00019335262,0.00013107144
100,ENG30-07420991-n,Oštar prolazan talas u normalan električni stanje ( ili niz takav prolazan ) ( elektronika ) . ,4.471039e-05,1.077987e-05
101,ENG30-13597794-n,u pozicioni brojni sistema pozitivan ceo broj koji jesam ekvivalentan jedinica na sledeći višem redni mesto ( matematika ) . ,5.5102446e-05,5.1126963e-06
102,ENG30-05057061-n,Položaj na koji se po dužnost raspoređivati brod ili flota ( mornarica ) . ,3.9851915e-05,2.1750275e-05
103,ENG30-01455732-a,"za zvuk , posebno glas . ",5.005346e-05,1.3709756e-05
104,ENG30-07345593-n,progresivan ometanje koji se prenositi bez pomeranje sam sredstvo ( fizika ) . ,2.7974462e-05,1.6740374e-05
105,ENG30-01221254-n,skup odgovor ili reakcija ili pokret koji prav organizam u biti kakav situacija ( psihologija ) . ,3.260406e-05,1.5989122e-05
106,ENG30-01278080-a,"za osoba , koji stajati iznad drugi po karakter ili postignuće ili ugled . ",0.0006508722,0.00034501607
107,ENG30-07968702-n,"Obično u množina , društven grupa čiji član kontrolisati neki polje rad i koji imati zajednički cilj . ",2.8068764e-05,4.5844686e-06
108,ENG30-06630017-n,potvrda ili izraz dobar volja ( obično pri susret ) ,0.00012217359,1.1077108e-05
109,ENG30-08500213-n,dubok i udaljen deo . ,2.8084232e-05,2.5709434e-05
110,ENG30-15235126-n,Šezdeseti deo minuta : osnovni jedinica vreme koji jesam usvojiti Međunarodni sitem merni jedinica . ,2.7451877e-05,5.4192637e-06
111,ENG30-15205532-n,sto godina . ,2.549375e-05,1.7769284e-05
112,ENG30-13863186-n,dvodimenzionalan oblik . ,2.5411433e-05,7.439057e-05
113,ENG30-07201365-n,Čin opisivanje nešto . ,6.892641e-05,0.0008158639
114,ENG30-00125629-n,Čin udaranje jedan stvar drugi . ,3.0934287e-05,0.000104731225
115,ENG30-07940448-n,osnovni grupa prirodan predmet . ,2.5968853e-05,5.4174316e-06
116,ENG30-09622928-n,voljen osoba ; koristiti se u izraz od milja . ,5.364488e-05,1.069204e-05
117,ENG30-05949726-n,verovanje ili raspoloženje zajednički većina ljudi : glas narod . ,0.00013728996,6.567733e-06
118,ENG30-07929519-n,napitak koji se sastojati od primesa mleven zrno kafa . ,3.5485387e-05,6.535972e-06
119,ENG30-07933274-n,napitak koji se spravljati potapanje čajni list u voda . ,3.8267248e-05,1.00313755e-05
120,ENG30-05333777-n,krvni sud koji odvoditi krv iz srce u telo . ,2.7578324e-05,5.482588e-06
121,ENG30-04244997-n,mali čamac . ,2.7138449e-05,9.2853425e-06
122,ENG30-03329663-n,Brod koji prevoziti ljudi ili vozilo preko voden površina i raditi po redovan raspored . ,2.8274484e-05,5.147983e-06
123,ENG30-02792552-n,Brod sa ravan dno za prenos težak teret ( posebno na kanal ) . ,2.6574207e-05,6.141205e-06
124,ENG30-05298313-n,organ koji jesam neophodan za život . ,2.3584877e-05,0.7649607
125,ENG30-08414119-n,telo građanin zaklet da donositi istinit presuda u sklad sa dokaz predstavljen na sud . ,4.9714956e-05,1.6363123e-05
126,ENG30-08375369-n,zajednica ljudi ili porodica koji živa zajedno i deliti sav . ,2.8508959e-05,6.95935e-06
127,ENG30-07966719-n,zajednica ljudi koji činiti deo društvo ili privreda . ,3.117235e-05,5.582625e-06
128,ENG30-09328904-n,voden površina okružen zemlja . ,2.7633267e-05,5.482719e-06
129,ENG30-02993546-n,zgrada posvećen poseban aktivnost . ,2.8089291e-05,1.5430845e-05
130,ENG30-04306080-n,zgrada snabdeven poseban oprema i osoblje za odrediti namena . ,2.7964199e-05,7.915941e-06
131,ENG30-03054311-n,zgrada koji zaposedati klub . ,6.328421e-05,5.912e-05
132,ENG30-03859280-n,zgrada koji jesam podrediti i odvojiti od glavne zgrada . ,4.2164105e-05,9.904451e-05
133,ENG30-03542333-n,zgrada gde putnik moći da platiti smeštaj obrok i drugi usluga . ,3.0717983e-05,5.606381e-06
134,ENG30-03457902-n,"zgrada sa staklen zid i krov , za uzgoj i pokazivanje biljka pod kontrolisan uslov . ",3.3544613e-05,4.640647e-06
135,ENG30-08057206-n,firma koji služiti drugi firma . ,0.00044613294,7.487372e-06
136,ENG30-03594945-n,automobil pogodan za putovanje preko težak teren . ,5.8614653e-05,5.189245e-06
137,ENG30-02924554-n,automobil koji jesam star i nepouzdan . ,8.624075e-05,3.5719913e-05
138,ENG30-00138221-n,dodir usna . ,4.6620273e-05,2.1709946e-05
139,ENG30-07414922-n,Slučajno ili neočekivan susretanje . ,0.08957452,0.4231277
140,ENG30-08006094-n,kategorija koji dolaziti između neki određenih granica . ,3.584776e-05,8.517198e-06
141,ENG30-07305234-n,uzrok velik patnja i nesreća . ,5.4237524e-05,0.9341471
142,ENG30-07189411-n,ceremonijalan molitva koji zazivati božanski zaštita . ,4.319731e-05,7.5639764e-06
143,ENG30-00260622-n,promena nabolje kao rezultat ispravljanje zloupotreba . ,9.457385e-05,3.7140413e-05
144,ENG30-07357388-n,"promena nabolje , napredak u razvoj . ",0.9061888,1.6230549e-06
145,ENG30-07358576-n,promena sa jedan mesto ili stanje ili stepen u drugi . ,0.00034800646,2.4113533e-05
146,ENG30-04981658-n,Karakterističan zvuk . ,2.874042e-05,6.908688e-06
147,ENG30-01037819-n,Hrišćanska svet tajna koji značiti ponovno duhovno rođenje . ,3.6202626e-05,6.1234564e-06
148,ENG30-08579487-n,Kružna linija na površina sfera koji se dobijati kada se ona preseći ravnina koji prolaziti kroz centar . ,3.0453577e-05,4.7730855e-06
149,ENG30-04253437-n,sredstvo za čišćenje napraviti od so biljni ili životinjski mast . ,2.8254359e-05,5.727928e-06
150,ENG30-14845743-n,proziran tečnost bez miris i ukus . ,3.1152173e-05,1.911492e-05
151,ENG30-13811410-n,blizak veza karakterisati zajednički interes ili sličan priroda ili svojstvo . ,0.0003519066,1.1014148e-05
152,ENG30-02536685-n,blizak prijatelj koji učestvovati sa drugar u njihov aktivnost . ,3.0961397e-05,4.980341e-06
153,ENG30-07977870-n,zbirka književan dokument ili zapis koji se držati radi čitanje . ,8.561753e-05,5.914351e-06
154,ENG30-07961480-n,zbirka predmet naslagan jedan preko drugi . ,2.7522954e-05,5.9140284e-06
155,ENG30-04338359-n,zbirka predmet naredanih na jedan vlakno . ,3.5271303e-05,5.2230885e-06
156,ENG30-08271042-n,grupa zvezdan sistema . ,2.9058483e-05,5.9383215e-06
157,ENG30-08407619-n,grupa stvar ( dobro ili umetnički delo itd . ) za javan pokazivanje . ,9.746643e-05,8.917376e-06
158,ENG30-07963711-n,grupa stvar koji jesam udružen ; zbir odvojen deo ili svojstvo . ,2.8991844e-05,1.50955475e-05
159,ENG30-08374049-n,zajednica ljudi koji se naseliti daleko od matica ali sa ona održavati veza . ,2.8612058e-05,4.817513e-06
160,ENG30-07210801-n,Pritužba na ( stvaran ili zamišljen ) nepravda koji uzrokovati ozlojeđenost i predstavljati osnova za delovanje . ,4.6012046e-05,0.00022845565
161,ENG30-07211092-n,Pritužba izgovoriti tih i nerazgovetan glas . ,5.0355557e-05,1.0954399e-05
162,ENG30-07956426-n,potpun grupa sličan stvar . ,2.650863e-05,7.0566443e-06
163,ENG30-03069752-n,skup zgrada u koji jesam smešten fakultet . ,3.452601e-05,8.978468e-06
164,ENG30-02679415-n,sastojak koji se dodavati nešto da ga poboljšati . ,9.0419504e-05,1.9360052e-05
165,ENG30-05559908-n,telesni dodatak ili deo koji ličiti na dodatak . ,4.3211865e-05,8.144031e-06
166,ENG30-04454240-n,kupast dečji igračka koji se sužavati u čelični vrh na koji moći da se zavrtiti . ,5.5789813e-05,7.7884515e-06
167,ENG30-08377085-n,povezati niz događaj ili radnja . ,3.866134e-05,7.3227607e-06
168,ENG30-13870805-n,oblik koji spajati . ,3.700557e-05,3.2699623e-05
169,ENG30-03779370-n,posuda u koji se ulivati tečnost da se stvoriti dati oblik kada se stvrdnuti . ,2.8968474e-05,9.869647e-06
170,ENG30-02801938-n,sud koji jesam obično plesti i imati ručak . ,4.6292153e-05,1.0640648e-05
171,ENG30-07458453-n,brzinski takmičenje . ,2.8090646e-05,1.0002636e-05
172,ENG30-08403787-n,zajednica ljudi ujedinjen u odupiranje nešto . ,3.1137224e-05,6.991755e-06
173,ENG30-15123754-n,neprekidan nevreme celina ili odsečak ili niz događaj u koji nijedan deo jesam različit niti se moći razlikovati od susednih . ,3.443917e-05,5.023192e-06
174,ENG30-03709644-n,prevozni sredstvo koji voziti pošta . ,2.9533383e-05,8.089378e-06
175,ENG30-03969627-n,uzica o koji jesam obesiti metalan teg koji pokazivati direktno na centar zemljin teža . ,0.00012542799,2.503166e-05
176,ENG30-00892145-n,kurs koji se nuditi mali grupa napredan student . ,2.8292983e-05,5.288142e-06
177,ENG30-03366823-n,Pokrivači za pod automobil . ,2.8355496e-05,2.5918405e-05
178,ENG30-03050026-n,pokrivač napraviti od tkanina ,2.6763739e-05,9.63501e-06
179,ENG30-04151940-n,Pokrivač koji služiti da sakriti ili zakloniti . ,0.00015194388,1.4499242e-05
180,ENG30-03724870-n,navlaka koji prerušavati ili štititi lice . ,0.00017062505,0.017133346
181,ENG30-00770270-n,Zločin manje ozbiljan od težak . ,3.1536547e-05,3.0190235e-05
182,ENG30-13872975-n,kriva koji stvarati presek ravan i kružan kup . ,3.572333e-05,5.784272e-06
183,ENG30-03623556-n,alat za sečenje sa oštar zašiljen metalan sečivo i sa drška . ,2.7000406e-05,5.9686245e-06
184,ENG30-04101497-n,cilindar koji se okretati . ,0.000100041274,8.524223e-05
185,ENG30-08644213-n,opasno mesto . ,2.9434479e-05,1.15847515e-05
186,ENG30-15183428-n,Dan na koji se ne raditi po običaj ili zakon . ,1.4080972e-05,0.5730234
187,ENG30-07389330-n,dubok dug zvuk ( kao grmljavina ) . ,2.8207738e-05,1.2981768e-05
188,ENG30-03800563-n,mesto za sakupljanje i prikazivanje predmet koji imati naučni ili istorijski ili umetnički vrednost . ,5.5728346e-05,4.875404e-06
189,ENG30-03320046-n,naprava koji stvarati strujanje vazduh pokretanje jedan ili više površina . ,2.8517215e-05,5.4230422e-06
190,ENG30-03666591-n,naprava za paljenje gorivo ili naboj . ,0.0003021298,4.6410805e-05
191,ENG30-03851341-n,Uređaj za proizvodnja ili kontrola svetlost . ,3.514998e-05,3.873093e-05
192,ENG30-03111899-n,naprava za lečenje povreda ili bolest . ,0.018108536,0.0010651393
193,ENG30-03277771-n,Uređaj koji ispunjavati svoj uloga na elektronski pogon . ,4.8093683e-05,6.1180012e-06
194,ENG30-03705379-n,Uređaj koji privlačiti gvožđe i stvarati magnetski polje . ,3.9779487e-05,5.8796754e-06
195,ENG30-04526964-n,Uređaj koji ubacivati svež vazduh i izbacivati prljav . ,4.6432026e-05,4.4337623e-05
196,ENG30-03744840-n,Uređaj koji čuvati informacija radi vraćanje podatak . ,3.5915502e-05,8.073403e-06
197,ENG30-03269401-n,Uređaj koji proizvoditi ili raditi na struja . ,6.417178e-05,0.0001363208
198,ENG30-03736970-n,Uređaj koji raditi na mehanički princip . ,9.040325e-05,6.762985e-05
199,ENG30-03720163-n,shematski prikaz zemljin površina . ,2.725228e-05,5.4342618e-06
200,ENG30-00046344-n,"Teška ili neobičan majstorija , obično uraditi da se privući pažnja . ",0.00032297632,1.3748707e-05
201,ENG30-07307895-n,Pražnjenje elektricitet . ,4.9837625e-05,1.7976074e-05
202,ENG30-07140978-n,diskusija u koji se iznositi argument za ili protiv neki predlog . ,5.49715e-05,6.947574e-06
203,ENG30-07148192-n,diskusija čiji namera jesam da dovesti do sporazum . ,4.769829e-05,5.817916e-06
204,ENG30-02025550-v,Ići ili putovati sa neki . ,0.00012079867,2.9111587e-05
205,ENG30-02037090-v,biti pod ugao . ,2.9236608e-05,2.2098811e-05
206,ENG30-03464467-n,naprava smisliti da sprečiti povreda . ,0.00029741006,7.648028e-05
207,ENG30-02185373-v,proizvoditi lagati ritmički udarac po površina . ,2.8573168e-05,9.842242e-06
208,ENG30-00446493-n,bokserski nadmetanje . ,4.3708565e-05,1.515299e-05
209,ENG30-04749572-n,Karakteristična razlika . ,5.199184e-06,0.84781885
210,ENG30-08538426-n,Zona grad ili varoš omeđen iz administrativan razlog . ,3.1111816e-05,6.857981e-06
211,ENG30-13163250-n,ogranak koren ili sekundaran koren koji izniknuti iz glavnog koren biljka . ,3.0578034e-05,5.853953e-06
212,ENG30-08216900-n,deo orkestar koji sadržati sav instrument isti klasa . ,2.712564e-05,5.6790145e-06
213,ENG30-02731398-n,"Kupolasti ili zasvođen ogranak ili ispust na građevina , pogotovo istočni kraj crkva : obično sadržati oltar . ",3.2630902e-05,7.4505024e-06
214,ENG30-03581634-n,droga koji moći da proizvesti stanje opijenost . ,0.4641091,0.000109095476
215,ENG30-04166553-n,lek koji smanjivati nadražljivost i smirivati osoba . ,5.068772e-05,1.0562087e-05
216,ENG30-04219424-n,tkanina koji se praviti od fin vlakno koji proizvoditi larva neki insekt . ,3.2738855e-05,6.1679084e-06
217,ENG30-03779128-n,tkanina koji se praviti od preći dobiti od svilenkast vuna angorski koza . ,3.0628686e-05,5.4246752e-06
218,ENG30-01242962-n,Uzdržavanje zatvorenik od hrana kao vid protest . ,2.8853527e-05,5.682498e-05
219,ENG30-03682487-n,Zatvarač prikačiti na vrata ili ladica koji ona držati čvrsto zatvoriti . ,3.9054e-05,6.792383e-06
220,ENG30-00006150-n,otac ili majka ; neki ko začeti ili roditi ili hraniti i podignuti dete ; rođak koji igrati uloga staratelj . ,9.42495e-05,6.2974664e-06
221,ENG30-09992837-n,direktan ženski potomak . ,2.6741165e-05,6.66046e-06
222,ENG30-13863602-n,figura koji jesam deo neki drugi figura . ,4.094461e-05,0.025342092
223,ENG30-05566097-n,prst na ruka ili noga kod ljudski biće ili odgovarajući deo kod drugi kičmenjak . ,3.2032593e-05,5.080952e-06
224,ENG30-08572335-n,Nepomični reper na konkavan strana kupast presek . ,2.7403392e-05,1.6519985e-05
225,ENG30-03667380-n,telo koji davati veštački svetlo . ,6.6558314e-05,6.5233767e-06
226,ENG30-03074855-n,pljosnat predmet sa uzak zašiljen zub na jedan strana ; razmrsivati ili sređivati kosa . ,2.693366e-05,5.4726147e-06
227,ENG30-04045397-n,ravno ploveći sredstvo ( obično napraviti od trupac ili daska ) koji se moći koristiti za transport ili kao platforma za plivač . ,3.4764285e-05,7.946503e-06
228,ENG30-03640589-n,uzak put ili cesta ,0.00011629149,1.2026646e-05
229,ENG30-09923673-n,izvoran ili naturalizovan član država ili drugi politički zajednica ,5.7106772e-05,1.0578752e-05
230,ENG30-14024882-n,prirodan i periodićno stanje odmor tokom koji se gubiti svest o svet ,3.9353283e-05,6.552779e-06
231,ENG30-09349797-n,prirodan predmet koji ličiti na mašina po struktura i funkcija ,2.6862817e-05,5.2772725e-06
232,ENG30-03003730-n,prirodan ili veštački zatvoren prostor ,5.0366416e-05,7.893148e-06
233,ENG30-09448361-n,prirodan količina tekući voda koji teći po zemlja ili pod ona ,2.9015422e-05,5.1212473e-06
234,ENG30-05470189-n,prirodan izraslina iz delo organizam biti životinjski ili biljni ,2.643814e-05,6.0804473e-06
235,ENG30-09624559-n,pregovarač koji služiti kao veza između parnični strana ,2.7784103e-05,6.217275e-06
236,ENG30-03822171-n,novina kao fizički predmet ,3.0739557e-05,9.202777e-06
237,ENG30-08466412-n,nihilistički umetnički pokret ( posebno u slikarstvo ) koji jesam dostignuti vrhunac u prvi polovina 20-og vek ; zasnovati na iracionalnost i poricanje prihvaćen zakon lepota ,9.358634e-05,7.980514e-06
238,ENG30-11418750-n,prirodan pojava koji uključivati zhive biljka i biće ,2.6983567e-05,6.217523e-06
239,ENG30-13594585-n,broj koji izražavati postignuće ekipa ili osoba u igra ili takmičenje ,0.0001243542,6.4843225e-06
240,ENG30-03236735-n,jednodelna odeća za žena ; imati suknja i bluza ,2.9047793e-05,7.692282e-06
241,ENG30-07956721-n,komplet od @card@ karta ,2.775442e-05,9.8169585e-06
242,ENG30-03704210-n,broširan periodičan publikacija kao fizički predmet ,3.2266245e-05,6.9242437e-06
243,ENG30-05221895-n,deo živ biće koji imati poseban funkcija ili ga napajati dat arterija ili nerv ,2.9097602e-05,6.300003e-06
244,ENG30-02728763-n,deo koji se priključivati nešto veće ,5.6909445e-05,6.181928e-05
245,ENG30-08265469-n,ekipa koji učestvovati u pravni postupak ,4.0233404e-05,5.941274e-06
246,ENG30-13281275-n,isplata koji se davati u redovan razmak ,6.7081906e-05,6.249178e-06
247,ENG30-06892775-n,muzički događaj koji izvoditi svirač ili pevač koji ne uključivati pozorišni prikazivanje ,2.9150691e-05,1.2462787e-05
248,ENG30-15204983-n,period od @card@ godina ,2.5128958e-05,6.20989e-06
249,ENG30-15167577-n,period neznanje ili zaostalost ,7.2718816e-05,9.298653e-05
250,ENG30-00462116-n,period igra u bejzbol tokom koji svaki ekipa imati sav red na palica ,2.6136124e-05,4.8631964e-06
251,ENG30-15239579-n,period godina koji označavati poseban događaj ili aktivnost u neki polje ,2.6849319e-05,5.323823e-06
252,ENG30-15269513-n,period vreme koji ograničavati dva trenutak ,3.436275e-05,6.2999156e-06
253,ENG30-15273626-n,period vreme koji se provesti spavati ,3.4211967e-05,7.71716e-06
254,ENG30-10320863-n,osoba postaviti na visoko mesto u vlada ,3.9733928e-05,5.6500903e-06
255,ENG30-09777012-n,poslovan čovek koji kupovati ili prodavati za drugi u zamena za provizija . ,0.0001441722,1.1919575e-05
256,ENG30-10271216-n,osoba zadužiti da paziti da li se nešto zbivati ,0.000106735184,4.1176103e-05
257,ENG30-09882007-n,osoba uključiti u trgovački ili industrijski posao ,6.777978e-05,6.2657987e-06
258,ENG30-10054657-n,osoba ili firma koji zapošljavati radnik ,0.8323061,3.3798126e-06
259,ENG30-09629752-n,osoba koji menjati mesto ,3.4914836e-05,7.796537e-06
