X,Predicted,Real
"Očistiti nečiji telo , reći pranje . ",1,0
Jela koji se peći u posuda koji jesam obložiti testo i koji jesam i samo često prekriti testo . ,1,0
koji jesam pod prav ugao u ondosu na ravan ili prava ,1,0
koji jesam saglasan sa princip i metoda koji se koristiti u nauka . ,1,0
artikulacija govor koji se posmatrati sa stanovište taj hteti li ga publika razumeti ,1,0
fosilni gorivo u gasovtom stanje ; koristiti se ya kuvanje i grejanje domaćinstvo . ,1,0
"izazvati ljutnja , bes . ",1,0
"bog svetlo , sin Ereba , bog večan tama i Njukte , boginja noć ",1,0
rezime u koji se nabrajati glavni deo tema ,1,0
distribuirati . ,1,0
intermedijarna magmatski dubinski stena ,1,0
raketa koji jesam napraviti da iz avion gađati neki cilj na zemlja ,1,0
"ustanova koji nešto izdavati ( publikacija , novčanica , ličan dokument , i sl ) ",1,0
osoba koji se baviti radiografjom . ,1,0
čin prikupljanje informacija ,1,0
habulica ,1,0
bolest koji se prenositi sa čovek na čovek . ,1,0
pokret u @ord@ vek koji se zalagati za upotreba razum u ​​ponovnoj proceniti prihvaćen ideja i društven institucija ,1,0
štrkalj čiji larva prodirati u potkožan tkivo goveče ,1,0
potez kao u fudbal ,1,0
( zvuk koji proizvoditi pevač ili muzički instrument ( ili reprodukcija ovaj zvuk ) ,1,0
deljenik razlomak . ,1,0
Preduzeće povezati sa trgovina . ,1,0
poseban i značajan naglasak posredstvom pozicija ili ponavljanje ,1,0
onaj koji se moći prepoznati ,1,0
Mirođija . ,1,0
Čin koji se nešto obožavati . ,1,0
potez učiniti da se ostvariti neki taktički cilj . ,1,0
obeležiti tačkica ,1,0
"Ravni prenosni površina , obično pravougaon , smisliti za igra na tabla . ",1,0
Uređaj koji reflektovati zračenje . ,1,0
vreme se približavati ,1,0
aktivno izazvati da se nešto desiti . ,1,0
vreme kad se nešto desiti ,1,0
vreme koji jesam potrebno da se brod pripremiti za putovanje nazad ,1,0
( genetika ) jedan od dva pravilo nasleđivanje koji jesam formulisati Gregor Mendel na osnova svoj eksperiment na biljka ; princip jesam biti ograniceni i modifikovati kasan genetički istrazivanjem ,1,0
neki ko prav ugovor i nadgledati gradnja zgrada . ,1,0
Građevinska konstrukcija ( obično zakriviti ) koji služiti da premostiti otvor ( arhitektura ) . ,1,0
transportovati roba . ,1,0
organ koji voditi sudski posao . ,1,0
"Čin agresija , reći prema osoba koji se odupirati . ",1,0
Kratkorepi južnoamerički glodar sa grub dlaka . ,1,0
učiniti da se gas ili para pretvoriti u tečnost ,1,0
o homologim hromozom koji jesam spojiti u para u sinapsi ,1,0
"Lini koji pratiti tačka koji se kretati u konstantan pravac , čiji jesam zakrivljenost nula . ",1,0
"mekan nesegmentiran morski crv , sposoban da se izduživati i skupljati . ",1,0
Bikonveksno proziran telo smestiti iza dužica u oka . ,1,0
međunarodan organizacija stvoriti @ord@ godina za zaštita opšti sigurnost ,1,0
sling koji se praviti sa rum ,1,0
sud kroz koji cirkulisati krv . ,1,0
kuvati u kipući voditi . ,1,0
koji dolaziti na kraj ,1,0
Početi goreti ili biti zahvaćen plamen ,1,0
privremeno prekinuti aktivnost pre nego što se nastaviti . ,1,0
povezati niz događaj ili radnja . ,1,0
preći na drugi strana šta ,1,0
osobina materijal da se pod uticaj spoljašnji naprezanje plastičan deformisati pre nego što nastupiti lom ,1,0
briga o razlikovanje dobar i zao ili pravedan i nepravedan ; dobar ili pravedan ponašanje ,1,0
Čin kotrljanje nešto ( kao lopta u kuglanje ) . ,1,0
Domaća ? gallinaceous Bird ; smatrati se da poticati od ? ,1,0
pogoditi iznenada ,1,0
omlet koji se pripremati brzo i skliznuti na tanjir ,1,0
poluostrvo koji iz arapski poluostrvo ulaziti u Persijski zaliv ,1,0
seckan ukiseljen kupus ,1,0
u grčki mitlogiji titanka koji jesam biti boginja pravda ,1,0
brojni sistem kod koji vrednost svaki cifra u zapis zavisiti od pozicija u zapis brojati ,1,0
ispružiti ili ispraviti ; vratiti iz kriv položaj ,1,0
proslava evharistije ( u Katoličkoj crkva i neki protestantski ) . ,1,0
Čin biranje neki . ,1,0
oblik koji se kriviti ili bubriti napolje ,1,0
gust sup od grašak ( uglavnom kao piriti ) ,1,0
kalup obložiti keks ili mrvica i napuniti voće ili šlag . ,1,0
neki ceniti atribut ili kvalitet . ,1,0
merač za merenje električni otpor u om ,1,0
konj koji jesam trenirati za trka . ,1,0
zajednički naziv za novina i časopis ,1,0
žvakati ( hrana ) ,1,0
grana medicina koj se baviti rađanje deca i briga o majka ,1,0
ostvlje na severozapad Okeanija ,1,0
Vis stvar grupisan zajedno . ,1,0
višegodišnji trska iz topao kraj ,1,0
Pomazanje kao deo religijski obred isceljivanje ,1,0
fluid u gasovit stanje koji nemati ni nezavisan oblik ni zapremina i koji moći neograničeno da se širiti . ,1,0
načiniti popis stvar u određenu svrha ,1,0
dužina zatvoriti kružan linija ,1,0
"jedinstven , nepodeljen prirodan entitet koji se javljati u sastav nešto drugi . ",1,0
ibis . ,1,0
Čin koji se ne postignuti nameravati cilj . ,1,0
fagocit koji cirkulisati u krv ,1,0
primjena biološki princip na proučavanje i projektovanje inženjerski sistema ( naročito elektronski sistema ) ,1,0
narval . ,1,0
ukloniti zemljište ili kamen ,1,0
Količina koji moći da stati u šaka . ,1,0
moralan ispravnost ,1,0
koji ispoljavati pogodan ili povoljan uticaj ,1,0
kljunorošci ,1,0
zatvroska ustanova u koji obično pod težak uslov boraviti politički ili ratni zarobljenik ,1,0
"Veći žičan instrument , manjiti od kontrabas ; držati se između koleno ; ton on odgovarati čovečji glas ; solistički instrument . ",1,0
krpa koji pokrivati rana ili ozleda ,1,0
koji jesam hijerarhijski klasifikovati ,1,0
"mali , živahan crno-beli terijer koji jesam uzgajati da biti pronalaziti lisica pod zemlja . ",1,0
merni instrument koji ukazivati brzina rotacija . ,1,0
snabdeti odeća ili odenuti ,1,0
stignuti gde na vreme ,1,0
Ići gore ili napredovati . ,1,0
"prepreka , obično metalan , koji se stavljati na vrh gol . ",1,0
snabdeti indeks ,1,0
materija kao staklo ili porculan koji imati neznantnu električni ili toplotni provodljivost . ,1,0
označavati generacija ili niz generacija koji slediti roditeljski generacija ,1,0
obilno krvarenje kao posledica povreda krvni sud ,1,0
suspenzija radijski ili TV prenos ,1,0
kljunari ,1,0
Posteljični sisar koji imati kopitati sa parni broj funkcionalan prst na svaki noga . ,1,0
dodirnut povez knjiga . ,1,0
imunitet od proizvoljan demonstracija vlast : politički nezavisnost ,1,0
promeniti spoljašnji struktura ili izled ,1,0
kvadratni matrica čiji determinanta jesam nula ,1,0
grupa virus koji obuhvatati i onaj koji kod ljudi izazivati infekcija gornji respiratoran put ili infektivan konjuktivitis ,1,0
smesa gas - posebno -kisoenika koji jesam neophodan za disanje ,1,0
putovanje organizovan sa specijalan cilj . ,1,0
epitelijalna ćelija koji lučiti sluz ( mukus ) ,1,0
"stanje pozitivan osećanje , od zadovoljstvo do jak ushićenje . ",1,0
komunikacija koji se oslanjxa na sluh ,1,0
oglasiti se protiv šta ,1,0
simptom koji se pojavljivati i postajati vidljiv ,1,0
skup različit bolest respiratoran sistema ,1,0
Široki otvor cevast predmet . ,1,0
dva ime za podred tipičan ptica pevačica . ,1,0
osoba iz Francuska ,1,0
duvan namotati za pušenje ,1,0
punč napraviti od zašećeren mleko ili pavlaka pomešati sa jaje i često alkoholni piće ,1,0
postati želiran ,1,0
Određena grana naučni znanje . ,1,0
"Društvo u napredan stadijum razvoj ( na primer , sa složen zakonski , politički i religijski organizacija . ",1,0
voljen osoba ; koristiti se u izraz od milja . ,1,0
deo živ biće koji imati poseban funkcija ili ga napajati dat arterija ili nerv ,1,0
precizno mesto negde ; prostorno ograničiti mesto . ,1,0
koji jesam ili se dešavati u neki poodmakao vremenski perioda ili posle očekivan vreme . ,1,0
vazdušast zrno pšenica ,1,0
uključiti u lista ili spisak ,1,0
Pružiti neki obrazovanje . ,1,0
sladak krompir ,1,0
kompatibilnost opservacija ,1,0
"onaj koji posedovati svojstvo lepljenje , priljubljivanje ",1,0
Učiniti zategnut ili zategnut . ,1,0
struktura sačiniti od ili koji sadržati krvni sud ,1,0
neki ko praviti i opravljati sat . ,1,0
promeniti se ( u pogled fizički karakteristika i atribut ) ,1,0
velik neprekinut parac kopno . ,1,0
posuđe napraviti od visoko kvalitetan porcelan ,1,0
Služi da ograditi neki zona . ,1,0
šupalj mišićav organ kod žena u koji se razvijati fetus ,1,0
"komad za izvođenje na scena , televizija ili film itd . ",1,0
proceniti da jesam nešto moguće . ,1,0
Čovek koji jesam beo . ,1,0
kognitivan proces razumevanje pisan lingvistički poruka ,1,0
"puštati zraka , puštati svetlost ",1,0
Psihološko stanje neki ko funkcionisati na zadovoljavajući nivo emocionalan prilagođavanje i ponašanje . ,1,0
atribut ili kvalitet za koji se smatrati da imati sopstven egzistencija . ,1,0
odnos srodstvo između majka i njen potomstvo ,1,0
ukloniti površinski sloj sa šta ,1,0
osoba sa svetlo koža i kosa ,1,0
na šta prava zadržati ,1,0
Nečlankoviti crv sa izdužen zaobljen telo zašiljen na oba kraj ; uglavnom živa samostalno ali neki jesam i parazit . ,1,0
ostaviti nedovršen ili izostaviti ,1,0
"komunicirati na daljina , reći telefon ili elektronski pošta . ",1,0
Naći pribežište u ,1,0
aktivnost koji se tekstualan poruka pretvarati u kodiran ,1,0
elektromagnetski zračenje koji moći da proizvesti fotohemijske reakcija ,1,0
osoba koji nedostajati tehnički obuka ,1,0
hemijski entitet koji primati elektron koji jesam na on preneti iz neki drugi spoj ,1,0
stav koji prirodno slediti iz već dokazan postavka ,1,0
transformacija kvadratni matrica u dijagonalan oblik ( sav nenulte vrednost jesam na glavnoj dijagonala ) ) ,1,0
Čin oštećivanje nešto ili neki . ,1,0
pisati pomoću tastatura sa taster ( dirka ) ,1,0
teorija u psilogiji po koji jesam asocijacija osnovni princip mentalan aktivnost ,1,0
Vršiti kontrola nad nešto ili sprovoditi moć . ,1,0
delatnost koji imati za cilj snabdevanje artikl ,1,0
gust koncentrovan sok od paradajz ,1,0
električni uređaj takav da struja koji proticati kroz on u jendom kola moći da uključiti ili isključiti struja u drugi kola ,1,0
koji nem noga ( ud ) ,1,0
ostrvski država n aostrvu Dominika ,1,0
predstava nešto ; obično u manjiti razmera ,1,0
preliv od sirće sa izgnječen inćun ,1,0
odbaciti neki svoj . ,1,0
ne kvariti se niti truliti . ,1,0
mišić ili nerv koji se širiti ili koji širiti deo telo ,1,0
zelenkast siv ili crn silikat od gvožđe i aluminijum ,1,0
Čin formiranje udruženje ili savez . ,1,0
ispuniti slutnja ili uznemirenost ; izazvati neprijatan iznenađenost ,1,0
"glina , mulj ili šljunak koji nositi brz struja i deponovati tamo gde se struja usporavati ",1,0
promena položaj nagore ,1,0
poticati ( iz ) ,1,0
biti prodati za određenu cena . ,1,0
pripremiti za usev ,1,0
"znak interpunkcija ( , ) koji služiti za razdvajanje rečenični deo ",1,0
parlamentaran državana ostrvo Mauricijus . ,1,0
zamenica koji izražavati razlika u lice ,1,0
biftek od stražnji delo ,1,0
porcija koji jesam odsečen od velik delo . ,1,0
objekt koji jesam recipijent ili benefaktiv radnja glagol ,1,0
eksploziv koji sadržati nitrat osetljiv na nitroglicerin apsorbovan na drven pulpa ,1,0
Prostorna osoba pozicija sa koji se nešto osmatrati . ,1,0
meriti vreme ili trajanje događaj ili radnja . ,1,0
napustiti svoj uverenje ili veza ,1,0
neki ko pokušavati da probrati drugi u drugi vera ili dkotrinu . ,1,0
zaliv u Sredozemnom mora na jugozapad Turska ,1,0
herbaceous climbing Plant valuable as fodder and for soil-building ,1,0
biti koji od mali šumski božanstvo koji jesam biti saputnik Dionis ( sličan satir ) ,1,0
biti koji osoba u oružan snaga koji držati položaj od autoritet ili komanda ,1,0
"( star zavet ) u hrišćanski mitologija prvi čovek , Evin muž i praotac ljudski rasa . ",1,0
ubiti velik broj ljudi bez razlika . ,0,1
Šolja iz koji se piti čaj . ,1,0
"prav pacov , miš i srodan glodar . ",1,0
jedan od tri Dekartov koordinata koji određivati pozicija u prostor . ,1,0
poboljšati čiji položaj ,1,0
bukavac ,1,0
oblast oko usta kod raznih beskičmenjak ,1,0
štampač koji stranica štampati kserografskim proces ,1,0
"radioktivni transuranski element dobijen bombardovanje ajnštajnijuma alfa čestica ( sada on jesam simbol Md , dok jesam ranije biti Mv ) ",1,0
lagano dodirivati ili maziti . ,1,0
krupnozrna metamorfna stena sa slabo izražen ili diskontinuiran folijacija ,1,0
oblik komunizam koji jesam u Kina uvesti Mao Cetung ,1,0
Čin razdvajanje u grana . ,1,0
Čin ili proces merenje . ,1,0
Pepsi jesam komercijalan marka pića kola ,1,0
telo omeđiti poligoni ,1,0
Glavna podela geološki vreme ; era se obično deliti na dva ili više perioda . ,1,0
pakujac ,1,0
pustiti krv . ,1,0
sladoled sa ukus vanila ,1,0
hidra ; polip ; meduza ; ? sea anemones ; korali . ,1,0
polagati mrest . ,1,0
marširati u znak protest ; učestvovati u demonstracija ,1,0
poslovan objekt za zabava ,1,0
govorni čin koji se saopštavati informacija . ,1,0
kanal kroz koji cirkulisati telesni tečnost . ,1,0
kretati se ( kao zavesiti ) ,1,0
biti koji od dva uže koji spajati konjski am sa kola ili drugi vozilo ,1,0
koji sintaktički povezivati rečenica ili rečenični element ,1,0
čin osiromašivanje neki ,1,0
slon ,1,0
praviti nabor na gladak povtšini . ,1,0
"ustanoviti , zasnovati na zakon ili na zvanično prihvaćen pravilo ",1,0
Žlezda endokrinongsistema koji izlučivati horomone direktno u krvni sistem . ,1,0
organizacija muzičar koji nastupati zajedno . ,1,0
matematički progresija kod koji se na svaki član dodeljivati konstantan vrednost da biti se dobiti sledeći član ,1,0
podudarnost u stav ili mišljenje do koji jesam doći grupa kao celina ,1,0
blagonaklon procena ,1,0
Koginitivni proces koji pretpostavljati da jesam znanje na raspolaganje i koji ga koristiti . ,1,0
koktel od džin i sladak vermut ,1,0
tteorija i praksa navigacija kroz vazduh ili prostor ,1,0
reptilski stvorenje za koji se misliti da živiti u vatra ,1,0
aritmetički sredina apsolutan vrednost devijacija od sredina distribucija ,1,0
diferencijalna jednačina koji uključivati funkcija više promenljiv ,1,0
spojiti sa ugalj ,1,0
krst kao znamenje hrišćanstvo ,1,0
oduzeti ili ukloniti ,1,0
ispitivanje i disekcija umrli da biti se utvrditi uzrok smrt ili promena koji jesam izazvati bolest ,1,0
knjiga sastaviti od karta koji se moći iscepati i upotrebiti ,1,0
"nastati , početi postojati ",1,0
neki od mnogobrojan izumro suvozemni gmizavac iz era mezozoik . ,1,0
grana fiziologija koji izučavati mehanika i anatomija u veza s ljudski kretanje ,1,0
mekan vreća napuniti vazduh ili ispunom kao što jesam perje ili sunđer ,1,0
ikteride : kukuruzar i mali beo ,1,0
of Australia and New Zealand ,1,0
vaspitač koji imati izvršan vlast u škola . ,1,0
Bezcvetnica koji jesam iz klasa Filicopsida . ,1,0
"nemati zub , a umesto ona u gornji vilica imati dva red poprečno postavljen rožnih ploča koji jesam utvrditi za nepce . ",1,0
dodir usna . ,1,0
prepoznati ili uočiti razlika . ,1,0
mleko sa obran kajmak ,1,0
moderan čovek i neposredan prethodnik čovek . ,1,0
"umreti zbog potapanje u voda , usled šta voda ulzai u ploća i dolaziti do gušenje . ",1,0
voziti koji moći da letiti . ,1,0
izraditi rezbarenjem . ,1,0
stvarati nešto pomoću govor ili pisanje ,1,0
"udarati žena , čovekov partnerka u brak . ",1,0
( filozofija ) doktrina prema koji jesam znanje i vrednost ograničiti i zavisiti od subjektivan iskustvo ,1,0
proučavanje drevan natpis ,1,0
verovanje plemenski društvo ,1,0
biti koji region zemljin površina slobodno podeliti u sklad sa širina ili dužina ,1,0
Lišejevi uglavnom iza polaran krug . ,1,0
"podvrgnuti se , pretrpeti genetički rekombinacija ",1,0
promena struktura strene od strana prirodan uzročnik kao što jesam pritisak ili toplota nastati uvođenje nov hemijski supstanca ,1,0
dati nešto struktura ,1,0
Dugačko sedalo za više osoba . ,1,0
uređaj za menjanje spoj u strujni kola ,1,0
prst na ruka ili noga kod ljudski biće ili odgovarajući deo kod drugi kičmenjak . ,1,0
Vrapčarka koji imati aparat za pevanje . ,1,0
početan deo organ za disanje ,1,0
kratak mantil . ,1,0
rastvorljiv i trošan zemljan depozit koji se uglavnom sastojati od kalcit ili dolomit ; koristiti se kao đubrivo za tlo sa nedostatak krečnjak ,1,0
biti koji jedinjenje kiseonik sa drugi element ili radikal ,1,0
Ženka rađati živa mlad od 2-3cm koji odmah živahno plivati . ,1,0
sigurno mesto ,1,0
točak koji se okretati direktan delovanje voditi - jednostavan turbina ,1,0
"sfinkter bešika , sastaviti od zgusnut mišićni sloj bešika oko otvor ureter . ",1,0
Mesec koji dolaziti posle jul a pre septembar . ,1,0
pristajanje uz onaj što jesam opšte prihvaćen . ,1,0
Osećanja proživeti kada jesam neki u zadovoljan stanje . ,1,0
"Korišćenje jezik koji proizvoditi literaran efekt , često ne voditi račun o stvaran značenje ( u retorika ) . ",1,0
Čin primena ( koji davati praktičan sredstvo da se nešto postignuti ) . ,1,0
zbog šteta koji jesam nanositi u poxlima već jesam istrebiti ,1,0
obezbediti odobrenje ili podrška za nešto . ,1,0
čin koji se nešto pasti ,1,0
"radnja koji prodavati lula , duvan za lula , cigara i cigareta . ",1,0
"koji rasti postepeno , u regularan veličina ",1,0
"Narandža , limun , limes , itd . ",1,0
"nemati nosni kožan izraštaj , a usna školjka i ušni poklopac jesam ona velik . ",1,0
biti svesti na pepeo ,1,0
evropski glog sa bodlja i jarkocrven plodoovima . ,1,0
preparat koji se nanositi na koža kako biti zakloniti neprijatan miris ,1,0
uzrokovati da šta struja biti poneseno ,1,0
Čin uspostavljanje internacionalan nadzor nad nešto . ,1,0
mali kuća na jedan sprat . ,1,0
postati učesnik ; biti uključiti u šta ,1,0
računarski memorija čiji se sadržaj ne gubiti se prestanak napajanje ,1,0
"formalan ugovorni odnos uspostaviti radi obezbeđivanje stalan bankarski , poslovan ili berzanski usluga . ",1,0
"vreme koji jesam potrebno da nešto pasti na polovina prvobitan vrednost ( posebno , vreme potrebno da se polovina atom radioaktive supstanca dezintegrisati ) ",1,0
kladiti se ,1,0
Učiniti da nešto biti pomaknuti prema napred . ,1,0
azijski rasa . ,1,0
plovan kožica jesam razviti i prelaziti preko vrh prst ; zadnji ud moći da saviti pod trbuh ; imati mali ušni školjka . ,1,0
deo horski otići koji odgovarati prethodan strofa u klasičan grčki drama ; drugi od dva metrički odgovarajući delo pesma ,1,0
"kod biljka i životinja , onaj koji pripadati pol koji proizvoditi raspolodne ćelija koji obavljati oplodnu funkcija u reprodukcija . ",1,0
Položaj blizu ili smer prema levi strana ; tj . strana ka sever kada jesam osoba ili predmet okrenut ka istok ,1,0
odnos nalegnuti i naspraman stranica u pravougli trougao ,1,0
desert napraviti od voće uvaljan u testo koji jesam najčešće od krompir ,1,0
"Izmišljena osoba predstaviti u umetnički delo ( drama , film ili roman ) . ",1,0
locirati specifičan region hromozom u odnos na poznat sekvenca DNK ili gen ` ,1,0
"deo Tihog okean , severoistočno od Australija ",1,0
"suditi o nešto , smatrati . ",1,0
biti deo šta ,1,0
lekar koji specijalizovati angiologiju . ,1,0
pravni odnos koji postojati kada se jedan lice opravdano oslanjati na drugi ili kada se tražiti zaštita po biti koji osnova ,1,0
svojstvo mentalan život živ organizam . ,1,0
biti pažljiv ili siguran da se nešto učiniti ; uveriti se u nešto ,1,0
Potrošiti rasipno . ,1,0
projektil koji trebati ispaliti iz oružje . ,1,0
glavni satir u služba Bahusovoj ; otac Dionisijev ; obicno se predstavljati kao veseliti pijanac koji jahati na magarac ,1,0
bodalj na harpun ili strela ,1,0
neki ko imati master sa kakav akademski institucija ,1,0
prava da se glasati ; posebno prava akcionar da sam glasati ili preko zastupnik kada jesam u pitanje posao kompanija ,1,0
nebeski telo od vruć gas koji emitovati energija iz termonuklearni reakcija u sav središte ( astronomija ) . ,1,0
Uobičajeni domaći pacov ; gornji sekutić imati kosa ivica . ,1,0
liker sa ukus anis i sladić ,1,0
proizvoditi snažan buk ( prilikom grmljavina ) ,1,0
stanje sloboda ; moć delovanje ili govor ili mišljenje bez ograda . nametnut spolja ,1,0
odustati ili pristati na odustajanje od vlast ili vlasništvo u korist drugi ,1,0
centar oko koji nešto rotirati . ,1,0
"čin komuniciranje sa božanstvo ( posebno koji se izražavati molba , obožavanje , pokajanje ili zahvalnost ) ",1,0
zakon donositi ili šta zakonodavnim put sprovoditi ,1,0
prostorna osobina onaj što jesam razbacati svuda po neki oblast ili prostor ,1,0
znanje i vrednost koji društvo deliti . ,1,0
postaviti iznova ,1,0
doktrina koji zagovarati isti prava žena . ,1,0
"u računarstvo , registar kod koji se sav bit moći pomerati za jedan ili više pozicija ulevo ili udesno ",1,0
"kontrolisati magičan činima , na primer veštičarenjem ",1,0
Balzamovano i osušen telo zamotati za pokop ( kao u star Egipat ) ,1,0
ponašati se na takav način da se neki ili nešto steći ,1,0
nestandardan dijalekt istočni londonski predgrađe ,1,0
biolog koji se specijalizovati za genetika ( koji se baviti genetika ) ,1,0
ukloniti nečiji iznutrica . ,1,0
uzica načiniti od upleten vlakno ili žica . ,1,0
any of several evergreen shrubs and small trees of the genus Illicium ,1,0
mali dvokrilan kukac ; ženka koji sisati krv moći da preneti gorznicu i leishmaniasis . ,1,0
jedan od dva kraj nešto što imati dužina . ,1,0
"uneti , utrošiti na nešto ( trud , energija , i sl . ) ",1,0
dobiti na toplota ili se zagrijati ,1,0
obezbediti dokaz za nešto ,1,0
"deo egzoskeleta , spoljašnji skelet artropoda koji daju potpora organ a za ona jesam pričvrstiti i mišić ",1,0
Učiniti neki nesvestan pomoću zato uspavljujući sredstvo . ,1,0
sterilan pčela čiji jesam zadatak da skupljati kran i održavati košnica . ,1,0
privremen most koji se graditi preko niz ponton ,1,0
mera jačina alkoholni pića izražen kao ceo broj koji iznositi dva put procent alkohol po zapreti ,1,0
vlaga u atmosfera koji se kondenzovati . ,1,0
"materijal koji omekšavati pri zagrevanje , a ponovo stvrdnjavati pri hlađenje ",1,0
Činiti uman ili fizički rad s neki cilj ili iz potreba . ,1,0
vladin politika koji se ticati održavanje ekonomski rast i prihod od porez . ,1,0
grana geologijae koji koristiti fizički princip za izučavanje osobina zemlja ,1,0
napisati latinični pisma ,1,0
Sloboda pojedinac da koristiti svoj prava garantovati zakon država . ,1,0
pretpostvka na koji ležati validnost nešto drugi ,1,0
Najčešće sredstvo za razmena . ,1,0
period u tok koji jesam nešto funkcionalan ( kao između rođenje i smrt ) . ,1,0
osoba koji jesam zatvoriti ; posebno ratni zarobljenik ,1,0
sup koji jesam taj dan na meni ,1,0
ukrcavanje na brod i njegov pretraživanje na otvoren mora . ,1,0
imati po prava ; o pravo i titula . ,1,0
"skakavac , zrikavac i ? ",1,0
zaobljen kraj kosti koji se uklapati u zaobljen šupljina drugi kosti i formirati zglob ,1,0
sastojati se samo od aye-aye . ,1,0
vlada lokalan oblast ,1,0
poliedar omeđati sa dvanaest strana . ,1,0
smrznut voda u čvrst stanje ,1,0
naprava za paljenje gorivo ili naboj . ,1,0
nadmoćan ili povoljan položaj ,1,0
tpolitička i ekonosmka teorija Karla Marks i Fridrih Engels koji govoriti da jesam klasni borba neophodan da biti se ostvariti istorijski promena i da hteti kapitalizam na ktaju biti zamenjen komunizam ,1,0
reproduktivan organ kod žena ,1,0
štampač koji koristiti električni naboj za nanošenje toner na papir ,1,0
Ispraznti nešto od tečnost . ,1,0
forma vladavina u koji jesam vlast koncentrisan u ruka jedan osoba ,1,0
"Oštar organ napad ili odbrana kao kod osa , raža , škorpion , često povezati sa otrovan žlezda . ",1,0
uobičajen način da se softver učiniti dostupan ; korisnik jesam dopustiti da se prijaviti kao ' gost ' bez lozinka i da odatle preuzeti sav što se tamo nalaziti ,1,0
studentkinja na koledž ili fakultet ,1,0
New World vipers with hollow fangs and a heat-sensitive pit on each sida of the head ,1,0
onaj što se na kraj proizvesti . ,1,0
sistematski istraživanje pitanje od javan interes ,1,0
Učiniti dobar . ,1,0
posmatrati kao oka ,1,0
Voćna štangla koji sadržati džem od kajsija . ,1,0
"teleći kolenica ili cevanica pripreman sa maslinov ulje , vino i paradajz , i servirati sa pirinač i povrće ",1,0
politički teorija koji se zalagati za autoritaran hijerarhijski vladanje ( suprotno od demokratija ) ,1,0
greška ili neispravnost u sistema ili mašina ,1,0
desni stranica knjiga ,1,0
ime osoba po koji jesam nešto navodno nazvati ,1,0
dobiti poen u igra ,1,0
opšte prihvatiti i uvažiti ,1,0
bogatstvo koji jesam naslediti a ne zaraditi . ,1,0
kapljica čist solnog i slan rastvor iz lakrimalnih žlezda ,1,0
karakter ili simbol koji se nalaziti iznad i odmah pored drugi karakter ,1,0
divalj rotkva ,1,0
